order_id,order_date,customer_id,customer_name,region,segment,product,category,sales,profit,quantity,discount
536,2024-06-19,1147,Michael Lee,East,Corporate,Printer,Furniture,4673.19,831.72,7,0.22
537,2024-06-20,1000,Fatima Zahra,South,Corporate,Tablet,Office Supplies,698.74,257.35,9,0.03
538,2024-06-21,1189,Michael Lee,West,Home Office,Desk,Technology,3997.1,1408.85,1,0.41
539,2024-06-22,1190,Ali Khan,West,Corporate,Laptop,Furniture,2564.35,1248.34,7,0.06
540,2024-06-23,1116,Fatima Zahra,South,Home Office,Laptop,Office Supplies,3764.14,915.88,10,0.45
541,2024-06-24,1133,Fatima Zahra,East,Consumer,Mobile,Furniture,1588.04,927.3,4,0.43
542,2024-06-25,1057,Ayesha Noor,North,Corporate,Headphones,Technology,2596.72,4.8,7,0.23
543,2024-06-26,1043,Michael Lee,North,Consumer,Printer,Furniture,4291.33,813.63,13,0.37
544,2024-06-27,1172,Fatima Zahra,West,Corporate,Chair,Technology,2361.05,-103.59,12,0.31
545,2024-06-28,1159,Ali Khan,South,Consumer,Headphones,Technology,1830.61,-211.99,1,0.4
546,2024-06-29,1172,Ayesha Noor,West,Corporate,Chair,Furniture,2703.97,1498.94,5,0.22
547,2024-06-30,1148,Sara Ahmed,South,Corporate,Mobile,Furniture,3600.95,744.75,3,0.39
548,2024-07-01,1079,Fatima Zahra,North,Corporate,Mobile,Technology,2245.64,361.98,5,0.23
549,2024-07-02,1212,Ali Khan,East,Corporate,Tablet,Office Supplies,4697.44,76.33,4,0.47
550,2024-07-03,1202,John Smith,South,Corporate,Desk,Technology,1509.98,707.84,2,0.24
551,2024-07-04,1251,Ali Khan,North,Corporate,Mobile,Furniture,2403.54,-400.81,11,0.23
552,2024-07-05,1228,Ali Khan,West,Corporate,Mobile,Furniture,3796.79,-310.64,4,0.39
553,2024-07-06,1163,Ayesha Noor,South,Corporate,Chair,Office Supplies,3461.15,-434.29,3,0.41
554,2024-07-07,1226,Sara Ahmed,East,Corporate,Desk,Technology,4325.02,498.34,13,0.28
555,2024-07-08,1146,John Smith,West,Consumer,Mobile,Technology,4984.21,701.21,1,0.09
556,2024-07-09,1019,Michael Lee,West,Home Office,Headphones,Technology,2162.95,-375.04,12,0.23
557,2024-07-10,1046,Michael Lee,North,Corporate,Mobile,Furniture,600.2,942.45,10,0.48
558,2024-07-11,1232,Ali Khan,South,Home Office,Desk,Technology,200.56,-39.21,8,0.38
559,2024-07-12,1013,Ayesha Noor,West,Corporate,Tablet,Office Supplies,3648.04,870.4,5,0.41
560,2024-07-13,1142,Ayesha Noor,East,Corporate,Printer,Furniture,4376.37,1463.79,4,0.02
561,2024-07-14,1000,Michael Lee,South,Consumer,Desk,Furniture,1142.53,882.21,10,0.23
562,2024-07-15,1053,John Smith,East,Consumer,Chair,Technology,834.32,1266.39,12,0.32
563,2024-07-16,1258,Sara Ahmed,West,Home Office,Printer,Office Supplies,357.92,1396.4,5,0.42
564,2024-07-17,1143,John Smith,East,Consumer,Headphones,Furniture,4122.38,473.5,4,0.02
565,2024-07-18,1011,Fatima Zahra,North,Consumer,Laptop,Furniture,1591.34,904.65,3,0.43
566,2024-07-19,1223,Fatima Zahra,East,Home Office,Desk,Technology,2038.4,1203.94,5,0.27
567,2024-07-20,1271,Sara Ahmed,South,Consumer,Tablet,Technology,2538.61,213.22,4,0.1
568,2024-07-21,1155,Michael Lee,East,Corporate,Chair,Office Supplies,4205.29,22.79,1,0.16
569,2024-07-22,1007,Sara Ahmed,East,Home Office,Headphones,Technology,3271.62,1393.2,12,0.14
570,2024-07-23,1121,Ayesha Noor,North,Home Office,Printer,Office Supplies,3094.57,952.61,3,0.27
571,2024-07-24,1163,Fatima Zahra,East,Corporate,Headphones,Furniture,919.58,-60.64,10,0.03
572,2024-07-25,1089,Ali Khan,East,Consumer,Desk,Office Supplies,2590.29,398.17,10,0.08
573,2024-07-26,1135,Ali Khan,West,Home Office,Mobile,Office Supplies,3591.14,1092.9,8,0.41
574,2024-07-27,1185,Michael Lee,West,Home Office,Tablet,Office Supplies,4867.64,594.13,7,0.07
575,2024-07-28,1177,Ayesha Noor,South,Corporate,Desk,Furniture,1046.96,799.9,2,0.12
576,2024-07-29,1027,John Smith,West,Corporate,Laptop,Technology,97.24,1007.54,1,0.23
577,2024-07-30,1219,Ayesha Noor,West,Consumer,Desk,Furniture,422.74,744.02,3,0.26
578,2024-07-31,1040,Ali Khan,West,Home Office,Printer,Technology,1910.47,580.16,5,0.38
579,2024-08-01,1227,Ali Khan,West,Consumer,Printer,Office Supplies,4111.7,999.23,10,0.22
580,2024-08-02,1191,Fatima Zahra,North,Consumer,Desk,Office Supplies,85.35,955.13,11,0.39
581,2024-08-03,1144,Ayesha Noor,West,Corporate,Printer,Office Supplies,2310.82,759.74,12,0.31
582,2024-08-04,1200,Ayesha Noor,North,Home Office,Mobile,Office Supplies,1679.69,219.58,1,0.06
583,2024-08-05,1211,Ali Khan,North,Home Office,Headphones,Office Supplies,309.78,311.62,3,0.08
584,2024-08-06,1219,John Smith,West,Home Office,Desk,Technology,2278.67,1440.88,3,0.22
585,2024-08-07,1239,Michael Lee,East,Corporate,Tablet,Technology,1311.01,-275.23,5,0.2
586,2024-08-08,1045,Michael Lee,North,Corporate,Mobile,Office Supplies,1791.83,37.01,3,0.37
587,2024-08-09,1034,Ayesha Noor,East,Corporate,Headphones,Furniture,3542.8,484.8,13,0.29
588,2024-08-10,1252,Michael Lee,East,Corporate,Tablet,Furniture,2631.68,1173.46,9,0.19
589,2024-08-11,1081,Ali Khan,West,Corporate,Tablet,Office Supplies,667.0,-172.65,1,0.09
590,2024-08-12,1255,Ali Khan,South,Home Office,Tablet,Technology,4809.0,53.91,4,0.11
591,2024-08-13,1196,Ayesha Noor,West,Consumer,Headphones,Furniture,3197.76,-368.4,13,0.29
592,2024-08-14,1009,Ayesha Noor,South,Home Office,Mobile,Furniture,3841.05,911.97,13,0.21
593,2024-08-15,1285,Fatima Zahra,South,Consumer,Tablet,Furniture,442.11,-23.58,10,0.26
594,2024-08-16,1241,Ayesha Noor,West,Corporate,Tablet,Office Supplies,282.94,277.35,10,0.09
595,2024-08-17,1250,John Smith,West,Consumer,Chair,Furniture,146.27,387.4,4,0.33
596,2024-08-18,1004,Michael Lee,South,Home Office,Desk,Furniture,984.53,1282.63,1,0.43
597,2024-08-19,1118,Ayesha Noor,West,Home Office,Headphones,Furniture,2101.32,322.66,14,0.13
598,2024-08-20,1288,Sara Ahmed,South,Consumer,Headphones,Furniture,4682.34,-209.55,2,0.25
599,2024-08-21,1064,Fatima Zahra,East,Corporate,Printer,Technology,2312.45,548.63,11,0.49
600,2024-08-22,1145,Sara Ahmed,West,Corporate,Headphones,Office Supplies,1486.76,1425.92,1,0.17
601,2024-08-23,1223,Ali Khan,East,Home Office,Mobile,Office Supplies,2831.58,715.37,6,0.3
602,2024-08-24,1238,Michael Lee,North,Consumer,Headphones,Technology,604.08,1466.77,3,0.05
603,2024-08-25,1176,Ayesha Noor,East,Corporate,Chair,Technology,3067.05,1182.21,7,0.3
604,2024-08-26,1266,Sara Ahmed,East,Corporate,Desk,Office Supplies,2863.74,-428.07,5,0.04
605,2024-08-27,1281,Michael Lee,South,Home Office,Desk,Furniture,3970.37,816.8,9,0.48
606,2024-08-28,1062,Ali Khan,East,Corporate,Headphones,Furniture,4934.1,73.53,7,0.36
607,2024-08-29,1216,John Smith,West,Consumer,Tablet,Office Supplies,1291.82,619.23,4,0.39
608,2024-08-30,1282,Fatima Zahra,South,Home Office,Laptop,Furniture,2572.8,58.69,5,0.35
609,2024-08-31,1176,Michael Lee,North,Home Office,Laptop,Technology,4548.88,197.74,5,0.29
610,2024-09-01,1097,Michael Lee,West,Consumer,Tablet,Furniture,3936.69,1346.34,11,0.22
611,2024-09-02,1104,John Smith,North,Home Office,Tablet,Furniture,2462.66,-86.71,5,0.43
612,2024-09-03,1098,Michael Lee,East,Corporate,Tablet,Furniture,4729.59,1248.22,10,0.48
613,2024-09-04,1005,Ali Khan,West,Corporate,Mobile,Office Supplies,333.32,-439.08,9,0.25
614,2024-09-05,1196,Ali Khan,West,Consumer,Laptop,Technology,4658.44,-318.25,10,0.47
615,2024-09-06,1132,John Smith,North,Corporate,Tablet,Furniture,300.01,1209.35,3,0.29
616,2024-09-07,1258,Fatima Zahra,West,Consumer,Mobile,Office Supplies,2759.16,761.11,6,0.27
617,2024-09-08,1022,Ayesha Noor,West,Consumer,Printer,Furniture,4457.68,994.47,8,0.23
618,2024-09-09,1052,Sara Ahmed,West,Corporate,Mobile,Technology,1350.47,-81.16,11,0.1
619,2024-09-10,1164,Ayesha Noor,East,Consumer,Laptop,Furniture,2387.63,574.17,9,0.0
620,2024-09-11,1201,Michael Lee,North,Corporate,Headphones,Technology,1655.43,974.44,13,0.12
621,2024-09-12,1082,Sara Ahmed,West,Home Office,Printer,Furniture,4763.11,754.63,7,0.25
622,2024-09-13,1144,John Smith,South,Home Office,Laptop,Technology,4127.05,443.4,12,0.19
623,2024-09-14,1084,John Smith,South,Consumer,Mobile,Furniture,3559.56,1419.57,3,0.22
624,2024-09-15,1077,Fatima Zahra,South,Corporate,Chair,Technology,2958.75,852.31,1,0.49
625,2024-09-16,1000,Sara Ahmed,South,Corporate,Desk,Furniture,4111.93,1315.5,4,0.18
626,2024-09-17,1050,Ali Khan,East,Home Office,Laptop,Furniture,1991.72,959.54,13,0.23
627,2024-09-18,1172,Sara Ahmed,West,Home Office,Tablet,Office Supplies,2265.38,970.93,6,0.07
628,2024-09-19,1204,Michael Lee,North,Corporate,Mobile,Office Supplies,3663.51,-339.96,3,0.02
629,2024-09-20,1259,Ali Khan,West,Consumer,Tablet,Technology,1820.89,218.93,14,0.39
630,2024-09-21,1287,John Smith,East,Home Office,Tablet,Furniture,366.31,1216.74,1,0.29
631,2024-09-22,1033,Sara Ahmed,South,Consumer,Tablet,Technology,417.96,-34.79,6,0.38
632,2024-09-23,1094,Ayesha Noor,East,Consumer,Tablet,Office Supplies,621.05,-268.99,14,0.07
633,2024-09-24,1071,Fatima Zahra,West,Home Office,Tablet,Technology,4354.92,152.21,1,0.29
634,2024-09-25,1038,Ayesha Noor,North,Consumer,Printer,Technology,2387.52,-59.12,9,0.13
635,2024-09-26,1153,Fatima Zahra,East,Consumer,Laptop,Office Supplies,3578.77,1350.58,11,0.11
636,2024-09-27,1249,Michael Lee,North,Corporate,Laptop,Furniture,1994.9,1235.93,14,0.01
637,2024-09-28,1161,Ayesha Noor,East,Consumer,Desk,Technology,1330.62,499.37,12,0.07
638,2024-09-29,1117,Sara Ahmed,North,Corporate,Mobile,Office Supplies,1768.6,-377.31,1,0.15
639,2024-09-30,1258,Sara Ahmed,North,Home Office,Chair,Furniture,3981.2,929.12,13,0.06
640,2024-10-01,1267,Ayesha Noor,South,Home Office,Printer,Office Supplies,3144.82,746.82,6,0.49
641,2024-10-02,1053,Sara Ahmed,North,Corporate,Mobile,Technology,4691.32,1441.11,1,0.15
642,2024-10-03,1235,Michael Lee,South,Home Office,Printer,Furniture,3414.54,617.91,12,0.07
643,2024-10-04,1221,Ali Khan,West,Consumer,Laptop,Furniture,2872.4,172.79,7,0.1
644,2024-10-05,1250,Michael Lee,West,Consumer,Tablet,Office Supplies,3070.47,538.04,3,0.29
645,2024-10-06,1111,Fatima Zahra,South,Consumer,Desk,Office Supplies,4714.74,1458.53,6,0.03
646,2024-10-07,1254,Michael Lee,South,Home Office,Desk,Office Supplies,3951.59,892.72,7,0.43
647,2024-10-08,1206,Fatima Zahra,East,Consumer,Headphones,Furniture,169.0,843.95,1,0.48
648,2024-10-09,1228,Sara Ahmed,East,Home Office,Chair,Furniture,2693.99,-18.64,1,0.12
649,2024-10-10,1065,Ali Khan,East,Consumer,Desk,Technology,3457.28,987.21,13,0.23
650,2024-10-11,1074,Sara Ahmed,West,Corporate,Tablet,Furniture,3756.06,1000.54,5,0.01
651,2024-10-12,1102,John Smith,East,Home Office,Laptop,Technology,1105.05,134.58,6,0.32
652,2024-10-13,1191,Sara Ahmed,North,Home Office,Chair,Office Supplies,4342.53,467.43,9,0.21
653,2024-10-14,1251,Fatima Zahra,North,Consumer,Mobile,Office Supplies,4781.42,89.21,14,0.14
654,2024-10-15,1225,Sara Ahmed,East,Home Office,Tablet,Furniture,1221.74,17.41,1,0.1
655,2024-10-16,1293,Sara Ahmed,North,Home Office,Tablet,Office Supplies,4418.95,-448.21,13,0.33
656,2024-10-17,1097,Ali Khan,West,Corporate,Desk,Office Supplies,530.04,70.42,4,0.21
657,2024-10-18,1285,Sara Ahmed,North,Corporate,Chair,Furniture,325.75,607.94,10,0.09
658,2024-10-19,1248,Ali Khan,West,Consumer,Laptop,Technology,689.66,-496.8,8,0.34
659,2024-10-20,1165,Ayesha Noor,South,Corporate,Headphones,Furniture,335.82,66.44,10,0.28
660,2024-10-21,1029,John Smith,South,Consumer,Printer,Technology,4232.81,1262.82,9,0.43
661,2024-10-22,1246,Ali Khan,South,Consumer,Printer,Furniture,342.3,687.3,13,0.06
662,2024-10-23,1105,Fatima Zahra,South,Consumer,Laptop,Furniture,1394.74,715.73,3,0.39
663,2024-10-24,1050,Ayesha Noor,North,Home Office,Laptop,Office Supplies,563.59,306.73,11,0.34
664,2024-10-25,1080,Ali Khan,East,Corporate,Printer,Furniture,1512.34,852.94,2,0.06
665,2024-10-26,1132,Ali Khan,North,Consumer,Headphones,Furniture,498.27,-120.13,4,0.35
666,2024-10-27,1284,John Smith,West,Corporate,Chair,Technology,3356.62,1137.49,2,0.22
667,2024-10-28,1137,Fatima Zahra,North,Consumer,Printer,Office Supplies,709.97,-266.62,1,0.47
668,2024-10-29,1183,Michael Lee,North,Corporate,Laptop,Technology,4266.64,812.0,12,0.07
669,2024-10-30,1272,Michael Lee,West,Corporate,Desk,Technology,4095.1,182.3,3,0.32
670,2024-10-31,1068,Ali Khan,South,Consumer,Mobile,Office Supplies,117.63,995.03,7,0.19
671,2024-11-01,1033,Sara Ahmed,South,Home Office,Headphones,Office Supplies,4483.85,599.53,13,0.48
672,2024-11-02,1261,Fatima Zahra,South,Corporate,Tablet,Office Supplies,193.27,404.71,13,0.16
673,2024-11-03,1052,Ayesha Noor,East,Home Office,Headphones,Furniture,1236.25,-161.16,1,0.48
674,2024-11-04,1204,Sara Ahmed,West,Home Office,Desk,Office Supplies,210.33,773.64,2,0.45
675,2024-11-05,1125,Sara Ahmed,West,Consumer,Desk,Office Supplies,1712.43,1449.54,1,0.14
676,2024-11-06,1234,Fatima Zahra,North,Consumer,Tablet,Office Supplies,2593.64,1151.21,8,0.4
677,2024-11-07,1042,Ali Khan,East,Consumer,Laptop,Technology,3993.39,-379.98,5,0.5
678,2024-11-08,1239,Ali Khan,South,Corporate,Printer,Technology,1723.01,252.46,8,0.13
679,2024-11-09,1110,Ali Khan,East,Consumer,Chair,Furniture,3542.18,1351.17,3,0.22
680,2024-11-10,1248,Ali Khan,West,Consumer,Headphones,Technology,978.15,506.09,13,0.26
681,2024-11-11,1150,Michael Lee,West,Corporate,Tablet,Furniture,3765.46,824.22,12,0.15
682,2024-11-12,1182,Ali Khan,North,Corporate,Headphones,Technology,1218.18,1325.2,7,0.01
683,2024-11-13,1094,Michael Lee,North,Consumer,Desk,Office Supplies,760.55,1247.59,8,0.11
684,2024-11-14,1007,Michael Lee,West,Consumer,Printer,Technology,967.77,503.64,6,0.14
685,2024-11-15,1183,Ali Khan,South,Consumer,Headphones,Furniture,951.21,375.29,13,0.22
686,2024-11-16,1280,John Smith,South,Consumer,Chair,Technology,2588.67,179.39,13,0.09
687,2024-11-17,1194,Ayesha Noor,East,Home Office,Desk,Office Supplies,4231.75,938.04,7,0.44
688,2024-11-18,1194,Sara Ahmed,West,Home Office,Chair,Furniture,444.05,73.97,14,0.35
689,2024-11-19,1154,Michael Lee,West,Consumer,Printer,Office Supplies,3549.43,-0.22,12,0.04
690,2024-11-20,1092,Fatima Zahra,South,Home Office,Headphones,Office Supplies,3289.01,212.5,2,0.33
691,2024-11-21,1159,Fatima Zahra,South,Corporate,Mobile,Furniture,4368.97,-145.57,8,0.33
692,2024-11-22,1060,Ayesha Noor,West,Home Office,Headphones,Office Supplies,1258.53,890.24,5,0.48
693,2024-11-23,1121,Fatima Zahra,North,Home Office,Printer,Office Supplies,2278.04,732.48,7,0.0
694,2024-11-24,1050,John Smith,West,Consumer,Headphones,Technology,4632.85,465.76,1,0.12
695,2024-11-25,1276,Fatima Zahra,West,Home Office,Tablet,Office Supplies,3316.97,280.65,5,0.46
696,2024-11-26,1004,Sara Ahmed,South,Home Office,Headphones,Office Supplies,1974.4,1318.13,1,0.47
697,2024-11-27,1091,Sara Ahmed,South,Home Office,Laptop,Office Supplies,700.49,-441.75,12,0.36
698,2024-11-28,1169,Michael Lee,North,Home Office,Headphones,Office Supplies,1349.3,1038.22,13,0.38
699,2024-11-29,1021,Ali Khan,North,Corporate,Headphones,Furniture,2927.02,1303.82,8,0.05
700,2024-11-30,1000,John Smith,East,Consumer,Chair,Technology,3604.93,392.71,4,0.26
701,2024-12-01,1132,Michael Lee,West,Consumer,Mobile,Office Supplies,665.89,601.38,4,0.12
702,2024-12-02,1232,John Smith,South,Corporate,Chair,Office Supplies,3018.01,1388.93,2,0.09
703,2024-12-03,1011,Ali Khan,North,Home Office,Chair,Furniture,2774.24,-75.44,5,0.41
704,2024-12-04,1045,Fatima Zahra,East,Corporate,Desk,Office Supplies,2594.08,540.27,1,0.07
705,2024-12-05,1033,Fatima Zahra,East,Home Office,Laptop,Furniture,3466.11,449.44,9,0.23
706,2024-12-06,1077,Ali Khan,South,Corporate,Chair,Technology,4195.38,16.79,5,0.47
707,2024-12-07,1217,Michael Lee,South,Consumer,Tablet,Technology,1648.8,1137.19,6,0.09
708,2024-12-08,1072,Ali Khan,East,Consumer,Printer,Office Supplies,4450.61,1299.2,2,0.49
709,2024-12-09,1281,Ayesha Noor,North,Consumer,Tablet,Office Supplies,845.14,1063.87,10,0.5
710,2024-12-10,1248,Sara Ahmed,East,Home Office,Printer,Office Supplies,906.47,-109.28,10,0.28
711,2024-12-11,1046,Michael Lee,West,Home Office,Headphones,Furniture,1370.52,-326.5,1,0.09
712,2024-12-12,1120,John Smith,West,Corporate,Desk,Office Supplies,641.68,710.89,4,0.16
713,2024-12-13,1213,Ayesha Noor,South,Corporate,Laptop,Office Supplies,1190.08,-385.81,7,0.21
714,2024-12-14,1238,Michael Lee,North,Consumer,Tablet,Technology,576.74,845.65,6,0.15
715,2024-12-15,1055,Ali Khan,North,Home Office,Laptop,Office Supplies,4117.67,560.85,10,0.14
716,2024-12-16,1106,Ali Khan,West,Corporate,Tablet,Technology,737.9,825.57,1,0.49
717,2024-12-17,1047,Ali Khan,East,Home Office,Headphones,Office Supplies,3749.12,680.34,1,0.08
718,2024-12-18,1060,Ali Khan,South,Home Office,Printer,Technology,287.17,345.41,8,0.37
719,2024-12-19,1025,John Smith,East,Consumer,Mobile,Office Supplies,4745.18,-98.25,4,0.0
720,2024-12-20,1291,Ayesha Noor,East,Consumer,Desk,Technology,3570.24,111.4,5,0.3
721,2024-12-21,1256,Fatima Zahra,East,Home Office,Tablet,Furniture,83.64,549.0,13,0.46
722,2024-12-22,1007,Sara Ahmed,North,Home Office,Tablet,Technology,3831.09,803.74,7,0.14
723,2024-12-23,1112,John Smith,West,Home Office,Headphones,Technology,2594.71,1058.97,8,0.09
724,2024-12-24,1252,John Smith,North,Home Office,Desk,Technology,3907.86,1034.34,10,0.33
725,2024-12-25,1179,Fatima Zahra,West,Consumer,Printer,Office Supplies,2636.36,1445.38,7,0.36
726,2024-12-26,1206,Fatima Zahra,South,Corporate,Printer,Office Supplies,3223.07,71.68,2,0.34
727,2024-12-27,1126,Sara Ahmed,South,Consumer,Tablet,Office Supplies,3942.34,-357.78,14,0.16
728,2024-12-28,1055,Sara Ahmed,East,Corporate,Mobile,Furniture,2055.28,191.31,4,0.13
729,2024-12-29,1213,Fatima Zahra,West,Home Office,Mobile,Furniture,63.41,986.59,10,0.48
730,2024-12-30,1013,Ali Khan,West,Corporate,Laptop,Technology,4257.24,376.22,12,0.46
731,2024-12-31,1027,John Smith,West,Consumer,Desk,Furniture,1935.41,1135.58,1,0.23
732,2025-01-01,1077,Michael Lee,East,Consumer,Desk,Technology,2505.41,598.65,10,0.42
733,2025-01-02,1215,Sara Ahmed,East,Home Office,Printer,Technology,88.44,1359.58,9,0.23
734,2025-01-03,1153,Sara Ahmed,South,Consumer,Laptop,Technology,2485.86,1395.73,3,0.21
735,2025-01-04,1013,Fatima Zahra,North,Home Office,Headphones,Furniture,4933.11,-361.39,12,0.08
736,2025-01-05,1186,Ayesha Noor,West,Consumer,Desk,Office Supplies,1427.42,412.83,3,0.21
737,2025-01-06,1006,Michael Lee,West,Consumer,Laptop,Furniture,2007.32,719.38,10,0.27
738,2025-01-07,1002,Michael Lee,North,Home Office,Laptop,Technology,3451.59,11.75,9,0.01
739,2025-01-08,1110,Sara Ahmed,West,Corporate,Tablet,Technology,4083.23,314.15,10,0.22
740,2025-01-09,1237,Ali Khan,East,Consumer,Printer,Furniture,2116.09,855.36,3,0.39
741,2025-01-10,1238,Ayesha Noor,East,Corporate,Laptop,Technology,1582.86,-46.53,8,0.34
742,2025-01-11,1273,Michael Lee,West,Consumer,Mobile,Technology,4692.24,703.96,2,0.32
743,2025-01-12,1293,Sara Ahmed,East,Consumer,Mobile,Furniture,3401.87,894.9,14,0.45
744,2025-01-13,1226,Michael Lee,East,Consumer,Chair,Furniture,639.16,-319.01,13,0.01
745,2025-01-14,1014,Ayesha Noor,West,Consumer,Printer,Furniture,391.19,495.06,3,0.28
746,2025-01-15,1191,Ayesha Noor,South,Corporate,Tablet,Technology,2443.57,26.16,2,0.39
747,2025-01-16,1118,John Smith,North,Corporate,Headphones,Technology,1139.45,948.77,1,0.27
748,2025-01-17,1027,Fatima Zahra,East,Consumer,Chair,Office Supplies,1307.22,-120.89,2,0.16
749,2025-01-18,1201,Fatima Zahra,South,Consumer,Mobile,Office Supplies,4394.58,1284.48,8,0.07
750,2025-01-19,1038,Sara Ahmed,East,Corporate,Tablet,Furniture,493.35,361.88,9,0.44
751,2025-01-20,1272,Ayesha Noor,East,Home Office,Chair,Office Supplies,3591.05,-103.99,13,0.24
752,2025-01-21,1230,John Smith,North,Home Office,Printer,Technology,1392.15,376.04,2,0.44
753,2025-01-22,1085,John Smith,East,Corporate,Tablet,Office Supplies,3813.62,317.49,7,0.29
754,2025-01-23,1125,Michael Lee,North,Consumer,Printer,Technology,3625.94,357.84,5,0.34
755,2025-01-24,1299,Michael Lee,North,Consumer,Laptop,Furniture,86.59,671.12,3,0.4
756,2025-01-25,1024,John Smith,North,Home Office,Desk,Furniture,2570.22,542.35,9,0.33
757,2025-01-26,1144,Michael Lee,South,Home Office,Laptop,Technology,739.63,-200.45,6,0.2
758,2025-01-27,1012,Ayesha Noor,West,Corporate,Printer,Office Supplies,4337.82,-368.84,11,0.26
759,2025-01-28,1211,Ali Khan,South,Home Office,Tablet,Furniture,4364.35,958.83,1,0.4
760,2025-01-29,1024,Ayesha Noor,West,Corporate,Mobile,Furniture,2120.81,619.43,5,0.19
761,2025-01-30,1067,John Smith,West,Home Office,Headphones,Office Supplies,2249.76,218.0,7,0.19
762,2025-01-31,1066,John Smith,North,Home Office,Mobile,Office Supplies,1551.25,1116.72,4,0.05
763,2025-02-01,1232,Ayesha Noor,East,Home Office,Tablet,Technology,3597.2,276.12,8,0.46
764,2025-02-02,1108,Michael Lee,North,Consumer,Laptop,Office Supplies,1825.37,1091.93,10,0.05
765,2025-02-03,1145,Michael Lee,East,Consumer,Headphones,Office Supplies,1375.57,111.51,5,0.32
766,2025-02-04,1110,Fatima Zahra,West,Consumer,Tablet,Office Supplies,2189.54,-354.31,9,0.21
767,2025-02-05,1227,John Smith,North,Home Office,Printer,Technology,502.86,1365.28,9,0.2
768,2025-02-06,1110,Sara Ahmed,East,Corporate,Mobile,Technology,3745.69,289.1,9,0.34
769,2025-02-07,1033,Fatima Zahra,South,Corporate,Printer,Furniture,112.35,1085.39,1,0.03
770,2025-02-08,1110,Michael Lee,East,Corporate,Headphones,Technology,3240.2,58.29,2,0.3
771,2025-02-09,1263,Ayesha Noor,North,Corporate,Headphones,Furniture,955.18,792.73,3,0.39
772,2025-02-10,1235,Michael Lee,South,Consumer,Mobile,Office Supplies,1200.4,1246.62,14,0.41
773,2025-02-11,1082,Ayesha Noor,East,Consumer,Printer,Furniture,3196.38,-416.71,4,0.09
774,2025-02-12,1041,Fatima Zahra,East,Home Office,Chair,Furniture,4965.07,1161.27,10,0.45
775,2025-02-13,1100,John Smith,East,Home Office,Printer,Office Supplies,3899.7,642.67,9,0.33
776,2025-02-14,1005,Michael Lee,East,Corporate,Headphones,Furniture,1167.91,714.94,10,0.44
777,2025-02-15,1179,Ayesha Noor,East,Consumer,Printer,Technology,921.32,546.32,13,0.24
778,2025-02-16,1281,John Smith,South,Corporate,Tablet,Technology,4337.85,1248.95,6,0.27
779,2025-02-17,1225,Sara Ahmed,West,Home Office,Laptop,Technology,2248.71,-413.13,1,0.46
780,2025-02-18,1228,Ayesha Noor,South,Home Office,Chair,Technology,728.41,22.06,12,0.45
781,2025-02-19,1288,Fatima Zahra,South,Corporate,Desk,Furniture,4317.95,1251.53,9,0.22
782,2025-02-20,1149,Sara Ahmed,South,Home Office,Tablet,Furniture,4089.66,1004.69,6,0.14
783,2025-02-21,1276,Sara Ahmed,West,Corporate,Laptop,Office Supplies,4920.34,-464.71,4,0.2
784,2025-02-22,1197,Ali Khan,North,Consumer,Desk,Furniture,4553.23,534.01,14,0.19
785,2025-02-23,1069,Michael Lee,West,Corporate,Mobile,Furniture,4266.36,559.15,4,0.14
786,2025-02-24,1111,Ayesha Noor,South,Consumer,Desk,Furniture,310.24,301.76,3,0.13
787,2025-02-25,1003,Sara Ahmed,East,Consumer,Tablet,Office Supplies,566.86,94.79,7,0.43
788,2025-02-26,1094,Ali Khan,East,Home Office,Printer,Technology,2866.47,863.45,3,0.03
789,2025-02-27,1151,Fatima Zahra,South,Home Office,Tablet,Furniture,2680.82,-84.42,2,0.34
790,2025-02-28,1136,John Smith,East,Home Office,Desk,Office Supplies,2316.92,1097.9,10,0.09
791,2025-03-01,1246,Ayesha Noor,South,Corporate,Headphones,Office Supplies,2014.11,1106.07,8,0.17
792,2025-03-02,1242,Sara Ahmed,East,Corporate,Laptop,Office Supplies,2184.49,330.52,4,0.03
793,2025-03-03,1030,Michael Lee,West,Home Office,Laptop,Technology,2868.02,67.1,8,0.13
794,2025-03-04,1039,Ali Khan,North,Corporate,Desk,Furniture,60.28,67.76,1,0.38
795,2025-03-05,1228,Sara Ahmed,North,Home Office,Laptop,Office Supplies,1340.51,464.58,5,0.44
796,2025-03-06,1035,Michael Lee,West,Corporate,Headphones,Technology,2615.48,939.16,13,0.11
797,2025-03-07,1222,Sara Ahmed,West,Consumer,Tablet,Office Supplies,3624.97,217.74,9,0.23
798,2025-03-08,1005,Ayesha Noor,South,Consumer,Laptop,Office Supplies,912.08,720.09,1,0.24
799,2025-03-09,1219,Ayesha Noor,South,Home Office,Desk,Office Supplies,2757.06,264.97,11,0.44
800,2025-03-10,1074,Ayesha Noor,South,Corporate,Chair,Office Supplies,3586.58,109.05,13,0.38
801,2025-03-11,1003,Fatima Zahra,East,Corporate,Chair,Office Supplies,2250.91,-450.28,4,0.26
802,2025-03-12,1133,Fatima Zahra,South,Consumer,Mobile,Technology,184.05,-492.17,6,0.34
803,2025-03-13,1117,Ali Khan,West,Consumer,Laptop,Furniture,2273.88,-45.58,10,0.42
